taxa_name	pectoral_fin
Hoplomyzon_sexpapilostoma	1
Auchenipterichthys_thoracatus	1
Bunocephalus_verrucosus	1
Algansea_tincella	1
Gymnorhamphichthys_hypostomus	1
Austroglanididae	1
Pteronotropis_hubbsi	1
Hisonotus_nigricauda	1
Heterobranchus_bidorsalis	1
Ataxolepis_apus	1
Apeltes_quadracus	1
Myctophum_affine	1
Chiloglanis_disneyi	1
Hemiodus_unimaculatus	1
Macrhybopsis_storeriana	1
Lythrurus_roseipinnis	1
Hypoptopoma_gulare	1
Brycinus_derhami	1
Oneirodidae	1
Sternopygus_sp._Fink_and_Fink_1981	1
Mystus_wolffii	1
Corydoras_nanus	1
Pseudotocinclus_tietensis	1
Lophiobagrus_brevispinis	1
Phenacogrammus_altus	1
Corydoras_ornatus	1
Chauliodus_sloani	1
Notogoneus_osculus	1
Leiocassis_similis	1
Pseudauchenipterus_affinis	1
Channichthyidae	1
Notropis_leuciodus	1
Platytroctidae	1
Caulophrynidae	1
Dianema_longibarbis	1
Brycon_falcatus	1
Pterodoras_granulosus	1
Exostoma_sp._de_Pinna_1996	1
Diplophos_taenia	1
Creagrutus_sp._Fink_and_Fink_1981	1
Gagata_gagata	1
Genus_2_sp._A_Bockmann_1998	1
Campostoma_anomalum	1
Ompok_bimaculatus	1
Anadoras_grypus	1
Glanidium_ribeiroi	1
Psednos_groenlandicus	1
Pseudobagrus_tenuifurcatus	1
Corydoras_eques	1
Hisonotus_taimensis	1
Cathorops_hypophthalmus	1
Chiloglanis_congicus	1
Pseudomystus_myersi	1
Goeldiella_eques	1
Eurypholis_boissieri	1
Acanthuridae	1
Leporacanthicus_galaxias	1
Pseudeutropius_moolenburghae	1
Citharus_linguatula	1
Schizodon_fasciatus	1
Notropis_bifrenatus	1
Centrodoras_sp._Vigliotta_2008	1
Pachythrissops_sp._Arratia_1999	1
Megalops_cyprinoides	1
Hypostomus_commersoni	1
Corydoras_atropersonatus	1
Cyprinella_camura	1
Hybopsis_lineapunctata	1
Corydoras_panda	1
Ageneiosus_sp._3_Mo_1991	1
Macrhybopsis_gelida	1
Imparfinis_sp._A_Bockmann_1998	1
Triodontidae	1
Pseudocyttus_maculatus	1
Umbra_limi	1
Hybognathus_placitus	1
Cetopsidium_ferreirai	1
Platyglanis_depierrei	1
Harttia_sp._Armbruster_2004	1
Annamia_normani	1
Acantopsis_choirorhynchos	1
Panaque_sp._Friel_1994	1
Coreobagrus_brevicorpus	1
Parauchenoglanis_loennbergi	1
Gobiesocidae	?
Platydoras_costatus	1
Serrivomeridae	1
Triacanthidae	1
Trachelyopterus_sp._Vigliotta_2008	1
Uranoscopidae	1
Ceratiidae	1
Iracema_caiana	1
Phractura_longicauda	1
Liobagrus_obesus	1
Cyttus_novaezealandiae	1
Danio_rerio	1
Macrhybopsis_aestivalis	1
Pseudolaguvia_shawi	1
Astroblepus_sp._Fink_and_Fink_1981	1
Catostomus_commersonii	1
Rhamdia_laticauda	1
Ictalurus_mexicanus	1
Sternarchorhynchus_oxyrhynchus	1
Xenocharax_spilurus	1
Galaxias_platei	1
Moapa_coriacea	1
Thaumatichthyidae	1
Pholidae	1
Oryzias_dancena	1
Isbrueckerichthys_duseni	1
Notarius_grandicassis	1
Squaliforma_squalina	1
Otothyris_sp._Britto_2003	1
Nemacheilus_fasciatus	1
Chlopsis	0
Cyprinodon_variegatus	1
Parapteronotus_hasemani	1
Pseudobagrus_emarginatus	1
Pholis_fasciata	1
Histiodraco_velifer	1
Cyttopsis_rosea	1
Imparfinis_sp._cf._minutus_Bockman_1998	1
Hypoptopoma_sp._Britto_2003	1
Eurypholis_pulchellus	1
Synodontis_unicolor	1
Phractura_sp._Mo_1991	1
Platystacus_sp._Mo_1991	1
Parauchenoglanis_punctatus	1
Bunocephalus_sp._de_Pinna_1996	1
Hypoptopoma_sp._Schaefer_1987	1
Anaethalion_angustus	1
Brycinus_longipinnis	1
Nemuroglanis_mariai	1
Nannobrachium_cuprarium	1
Erethistidae	1
Abramites_sp._Fink_and_Fink_1981	1
Phenacorhamdia_sp._D_Bockmann_1998	1
Chaudhuria_caudata	1
Pseudopimelodidae	1
Porotergus_gimbeli	1
Centroberyx_affinis	1
Amphilius_longirostris	1
Clarotes_laticeps	1
Exastilithoxus_fimbriatus	1
Iksookimia_koreensis	1
Pogonopoma_wertheimeri	1
Domeykos_profetaesis	1
Congrogadus_hierichthys	1
Macrocephenchelys_brachialis	1
Megalops_sp._Fink_and_Fink_1981	1
Aulopus_filamentosus	1
Phractura_sp._Vigliotta_2008	1
Ameiurus_natalis	1
Simpsonichthys_boitonei	1
Glyptothorax_sp._de_Pinna_1996	1
Corydoras_haraldschultzi	1
Myctophum_obtusirostre	1
Cynodon_septenarius	1
Hybopsis_hypsinotus	1
Oryzias_carnaticus	1
Carpiodes_carpio	1
Ariidae	1
Cephalocassis_melanochir	1
Corydoras_metae	1
Hypostomus_sp._Britto_2003	1
Brochis_britskii	1
Oregonichthys_crameri	1
Stethopristes_eos	1
Dacodraco_hunteri	1
Panaqolus_maccus	1
Silurus_grahami	1
Bathyaethiops_caudomaculatus	1
Mystus_vittatus	1
Brachyglanis_frenatus	1
Chiloconger	1
Chionodraco_myersi	1
Liobagrus_anguillicauda	1
Synodontis_euptera	1
Cochlefelis_danielsi	1
Dolichancistrus_pediculatus	1
Notropis_heterolepis	1
Arius_arius	1
Tatia_aulopygia	1
Halidesmus	1
Cetopsidium_minutum	1
Alepisaurus	1
Carpiodes_sp._Fink_and_Fink_1981	1
Pyrrhulina_australis	1
Notropis_hudsonius	1
Acestrorhynchus_minimus	1
Bryconaethiops_boulengeri	1
Oryzias_haugiangensis	1
Patagonotothen_ramsayi	1
Characidium_cf._zebra_Buckup_1998	1
Thrissops_subovatus	1
Gobionotothen	1
Seriola_dumerili	1
Isorineloricaria_spinosissma	1
Chaetostoma_pearsei	1
Mochokidae	1
Mastacembelus_albomaculatus	1
Dolichancistrus_atratoensis	1
Pachythrissops_propterus	1
Hemiancistrus_maracaiboensis	1
Zaireichthys_sp._B_Vigliotta_2008	1
Synodontis_serrata	1
Ptilichthys_goodei	1
Claroteidae	1
Pareiorhaphis_cameroni	1
Adrianichthys_poptae	1
Mochokus_niloticus	1
Imparfinis_microps	1
Scleromystax_prionotos	1
Centrophrynidae	1
Rosenblattichthys_hubbsi	1
Monognathidae	0
Osmeridae	1
Uncisudis_advena	1
Notropis_chrosomus	1
Imparfinis_sp._B_Bockmann_1998	1
Nedystoma_novaeguineae	1
Sternarchella_schotti	1
Mochokus_brevis	1
Hemiodus_sp._Fink_and_Fink_1981	1
Corydoras_reticulatus	1
Corydoras_bondi	1
Radiicephalus_elongatus	1
Mastacembelus_plagiostomus	1
Eremophilus	1
Zaireichthys_rotundiceps	1
Rita_gogra	1
Algansea_barbata	1
Corydoras_garbei	1
Belonion_apodion	1
Cnidoglanis_sp._Mo_1991	1
Pelteobagrus_nudiceps	1
Acanthobunocephalus_nicoi	1
Acentronichthys_leptos	1
Hypostomus_hemicochliodon	1
Pseudobagarius_pseudobagarius	1
Euchilichthys_dybowskii	1
Cinetodus_conorhynchus	1
Hypostomus_francisci	1
Brycon_sp._Fink_and_Fink_1981	1
Cyprinella_caerulea	1
Champsodontidae	1
Liparis_montagui	1
Lubbockichthys	1
Peckoltia_oligospila	1
Saurida_normani	1
Parabathymyrus	1
Cetopsis_pearsoni	1
Notropis_xaenocephalus	1
Psettodes	1
Mastacembelus_batesii	1
Xenoconger_fryeri	0
Gila	1
Schuettea	1
Raconda_russeliana	1
Mastacembelus_apectoralis	0
Hisonotus_laevior	1
Hoplomyzon_cf._papillatus_Friel_1994	1
Zeus_faber	1
Phtheirichthys_lineatus	1
Acrochordonichthys_ischnosoma	1
Opisthopterus_tardoore	1
Algansea_lacustris	1
Notropis_telescopus	1
Adrianichthys_oophorus	1
Leiocassis_sp._Mo_1991	1
Corydoras_sp._Mo_1991	1
Acestrorhynchus_heterolepis	1
Ituglanis_metae	1
Chiasmodontidae	1
Allothrissops_sp._Arratia_1999	1
Ixinandria_sp._Britto_2003	1
Notemigonus_crysoleucas	1
Cetopsis_gobioides	1
Oxycheilinus_celebicus	1
Acestrorhynchus_pantaneiro	1
Zaireichthys_sp._A_Vigliotta_2008	1
Corydoras_loretoensis	1
Neocyttus_rhomboidalis	1
Hemibagrus_wyckioides	1
Orthosternarchus_tamandua	1
Denticeps_clupeoides	1
Phenacorhamdia_unifasciata	1
Hypophthalmus_longifilis	1
Adontosternarchus_sp._Fink_and_Fink_1981	1
Rhamdiopsis_moreirai	1
Tandanus_tandanus	1
Sargocentron_punctatissimum	1
Pseudolaguvia_tuberculata	1
Indostomidae	1
Rhamphichthyidae	1
Notropis_cummingsae	1
Acestrorhynchus_lacustris	1
Notropis_edwardraneyi	1
Euchilichthys_royauxi	1
Homaloptera_smithi	1
Ernstichthys_intonsus	1
Amphilius_cryptobullatus	1
Cyprinella_pyrrhomelas	1
Corymbophanes_kaiei	1
Hiodon_alosoides	1
Corymbophanes_andersoni	1
Arius_manillensis	1
Synodus_variegatus	1
Xyliphius_lepturus	1
Ipnops_murrayi	1
Labracinus	1
Notropis_dorsalis	1
Notropis_boops	1
Pseudotrichonotus_altivelis	1
Bathypterois_longipes	1
Pelteobagrus_intermedius	1
Bagarius_yarrelli	1
Humbertia_sp._Arratia_1999	1
Amarginops_hildae	1
Oreosomatidae	1
Hypoptopoma_sp._Armbruster_2004	1
Hypoptopoma_thoracatum	1
Oxycheilinus_digrammus	1
Imparfinis_hollandi	1
Cetopsis_arcana	1
Oryzias_bonneorum	1
Brachyplatystoma_filamentosum	1
Microglanis_cibelae	1
Engraulis_encrasicolus	1
Cinetodus_froggatti	1
Pygidianops_eigenmanni	1
Trachydoras_microstomus	1
Erethistes_sp._de_Pinna_1996	1
Loricaria_cataphracta	1
Chaetostoma_anomalum	1
Cheimarrichthyidae	1
Hemimyzon_formosanus	1
Silurus_meridionalis	1
Harpadon_nehereus	1
Bathysaurus_mollis	1
Lamontichthys_filamentosus	1
Pseudomystus_siamensis	1
Hiodon_tergisus	1
Ageneiosus_sp._1_Mo_1991	1
Macrouroides_inflaticeps	1
Pseudauchenipterus_nodosus	1
Pimelodus_ornatus	1
Duboisialestes_tumbensis	1
Aspidoras_aff._poecilus_Britto_2003	1
Xyliphius_kryptos	1
Brevoortia_tyrannus	1
Kneria_wittei	1
Richardsonius_balteatus	1
Compasaria_sp._1_Albert_2001	1
Chandramara_chandramara	1
Chaudhuriidae	1
Bagridae	1
Lonchogenys_ilisha	1
Cobitis_takatsuensis	1
Adrianichthys_roseni	1
Parakysis_verrucosus	1
Kronichthys_heylandi	1
Scopelarchus_analis	1
Brustiarius_solidus	1
Scleropages_formosus	1
Gordichthys	1
Chrysichthys_ornatus	1
Corydoras_axelrodi	1
Arius_sp._Royero_1999	1
Hemiancistrus_sp._Armbruster_2004	1
Akysis_sp._1_de_Pinna_1996	1
Pimelodella_australis	1
Homaloptera_sp._Fink_and_Fink_1981	1
Ascalabos_voithii	1
Denticetopsis_macilenta	1
Denticetopsis_epa	1
Ictiobus_niger	1
Alestopetersius_hilgendorfi	1
Pungitius_pungitius	1
Micralestes_lualabae	1
Oxyropsis_wrightiana	1
Chrysichthys_thonneri	1
Oxycheilinus_mentalis	1
Helogenes_marmoratus	1
Ompok_miostoma	1
Tetracamphilius_notatus	1
Synodontis_haugi	1
Teleostei	1
Chrysichthys_platycephalus	1
