taxa_name	pectoral fin	
Mylocheilus caurinus	1	
Notropis ariommus	1	
Synodontis batesii	1	
Tautogolabrus	1	
Ctenolucius sp. (Fink and Fink 1981)	1	
Pogonopoma parahybae	1	
Galaxiidae	1	
Empetrichthys	1	
Cathorops spixii	1	
Allocyttus niger	1	
Amblycipitidae	1	
Chrysichthys wagenaari	1	
Ictalurus sp. (Mo 1991)	1	
Hoplosternum magdalenae	1	
Bryconamericus brevirostris	1	
Phenacorhamdia unifasciata	1	
Hypostomus plecostomoides	1	
Notropis simus	1	
Synodontis katangae	1	
Umbra limi	1	
Patagonotothen ramsayi	1	
Triplophysa stoliczkai	1	
Roeboides myersii	1	
Syncrossus hymenophysa	1	
Hoplosternum littorale	1	
Chrysichthys longipinnis	1	
Aulorhynchus flavidus	1	
Allocyttus verrucosus	1	
Ictalurus dugesii	1	
Corydoras gracilis	1	
Bunocephalus sp. (de Pinna 1996)	1	
Liobagrus mediadiposalis	1	
Notropis atherinoides	1	
Plagopterus argentissimus	1	
Liobagrus reinii	1	
Chrysichthys helicophagus	1	
Ictalurus mexicanus	1	
Chrysichthys habereri	1	
Phenacorhamdia sp. B (Bockmann 1998)	1	
Thermobiotes mytilogeiton	0	
Acantopsis choirorhynchos	1	
Aulichthys japonicus	1	
Pseudobagrus pictus	1	
New genus (Schaefer 1991)	1	
Corydoras arcuatus	1	
Glyptothorax cous	1	
Lithoxus bovallii	1	
Sternarchogiton sp. B (Albert 2001)	1	
Glyptothorax platypogon	1	
Centroberyx affinis	1	
Corydoras difluviatilis	1	
Corydoras ambiacus	1	
Hybognathus hayi	1	
Synodus foetens	1	
Pseudotrematomus bernacchii	1	
Hypostomus robinii	1	
Cyprinella	1	
Macrotocinclus flexilis	1	
Hypostomus sp. (Schaefer 1987)	1	
Kneria wittei	1	
Pseudotrematomus scotti	1	
Hemibagrus punctatus	1	
Corydoras atropersonatus	1	
Cyprinella spiloptera	1	
Lophichthyidae	1	
Hypostomus hondae	1	
Hypoptychus dybowskii	1	
Lophiidae	1	
Micralestes pabrensis	1	
Chrysichthys auratus	1	
Acanthopsoides graciroides (Sawada 1982)	1	
Ictalurus sp. (Fink and Fink 1981)	1	
Decapogon sp. (Schaefer 1987)	1	
Cirrhilabrus	1	
Mastacembelus apectoralis	0	
Notropis uranoscopus	1	
Boulengerella cuvieri	1	
Mastacembelus signatus	1	
Pogonopoma wertheimeri	1	
Enchodus petrosus	1	
Corydoras metae	1	
Plectrypops lima	1	
Cypriniformes	1	
Hoplomyzon papillatus	1	
Leiocassis sp. (Mo 1991)	1	
Leiocassis hosii	1	
Ituglanis metae	1	
Rhabdalestes septentrionalis	1	
Chilodus punctatus	1	
Glyptothorax major	1	
Derichthys serpentinus	1	
Parodon caliensis	1	
Ixinandria sp. (Britto 2003)	1	
Corydoras aeneus	1	
Chrysichthys walkeri	1	
Triacanthidae	1	
Serrivomeridae	1	
Hoplomyzon sp. (Friel 1994)	1	
Sternarchogiton nattereri	1	
Trichomycteridae	1	
Amissidens hainesi	1	
Hoplomyzon n. sp. (Friel 1994)	1	
Bunocephalus sp. (Mo 1991)	1	
Chrysichthys longibarbis	1	
Hemibagrus guttatus	1	
Gilbertolus maracaiboensis	1	
Auchenipterus dentatus	1	
Farlowella sp. (Britto 2003)	1	
Ameiurus serracanthus	1	
Chalceus guaporensis	1	
Corydoras paleatus	1	
Bunocephalus chamaizelus	1	
Chrysichthys aluuensis	1	
Hemibagrus macropterus	1	
Megalancistrus parananus	1	
Lythrurus fumeus	1	
Ameiurus platycephalus	1	
Kryptopterus limpok	1	
Auchenipterus nuchalis	1	
Bathymicrops regis	1	
Hypostomus francisci	1	
Chalceus spilogyros	1	
Halecomorphi	1	
Malapteruridae	1	
Cordylancistrus torbesensis	1	
Corydoras flaveolus	1	
Aspredo aspredo	1	
Nessorhamphus ingolfianus	1	
Tocantinsia piresi	1	
Sternarchorhamphus muelleri	1	
Corydoras bondi	1	
Peckoltia oligospila	1	
Corydoras ehrhardti	1	
Sargocentron punctatissimum	1	
Malapterurus microstoma	1	
Uncisudis advena	1	
Bunocephalus larai	1	
Chrysichthys maurus	1	
Amphilius jacksonii	1	
Glyptothorax laosensis	1	
Lebiasina provenzanoi	1	
Cheirodon interruptus	1	
Nessorhamphus danae	1	
Kronichthys sp. 1 (Armbruster 2004)	1	
Ameiurus nebulosus	1	
Corydoras nattereri	1	
Anablepidae	1	
Neoarius utarus	1	
Ameiurus brunneus	1	
Hypostomus bolivianus	1	
Tatia neivai	1	
Magosternarchus duccis	1	
Trematomus	1	
Cetopsorhamdia boquillae	1	
Dolichallabes microphthalmus	0	
Olivaichthys mesembrinus	1	
Thrissops cephalus	1	
Paralepis coregonoides	1	
Parotocinclus sp. (Schaefer 1991)	1	
Rhaphiodon vulpinus	1	
Erimyzon oblongus	1	
Ameiurus melas	1	
Hypostomus cordovae	1	
Magosternarchus raptor	1	
Phoxinus neogaeus	1	
Bunocephalus aleuropsis	1	
Notropis blennius	1	
Cheimarrichthyidae	1	
Scopelosaurus argenteus	1	
Ameiurus catus	1	
Brachypetersius altus	1	
Hypostomus micromaculatus	1	
Cetopsorhamdia picklei	1	
Lepidocephalus guntea	1	
Microsynodontis batesii	1	
Notropis nazas	1	
Thrissops cf. T. subovatus (Arratia 1999)	1	
Hisonotus laevior	1	
Trichomycterus alternatus	1	
Magnisudis atlantica	1	
Ameiurus natalis	1	
Netuma proxima	1	
Lubbockichthys	1	
Cetopsorhamdia sp. n. C (Bockmann 1998)	1	
Hisonotus notatus	1	
Thrissops cf. T. formosus (Arratia 1999)	1	
Notropis maculatus	1	
Genidens planifrons	1	
Haliophis	1	
Diplomystes sp. (Vigliotta 2008)	1	
Genus 7 sp. (Bockmann 1998)	1	
Phoxinus perenurus	1	
Tatia brunnea	1	
Cyematidae	1	
Sabanejewia aurata	1	
Bunocephalus n. sp. 4 (Friel 1994)	1	
Heteropneustes fossilis	1	
Diplomystes camposensis	1	
Phoxinus cumberlandensis	1	
Brachypetersius gabonensis	1	
Astroblepus festae	1	
Notropis leuciodus	1	
Cephalosilurus apurensis	1	
Bunocephalus n. sp. 2 (Friel 1994)	1	
Arctozenus risso	1	
Abramites sp. (Fink and Fink 1981)	1	
Brycinus carolinae	1	
Crossoloricaria sp. (Armbruster 2004)	1	
Cetopsorhamdia molinae	1	
Astroblepus festae sp. 2 (Mo 1991)	1	
Tatia galaxias	1	
Notropis harperi	1	
Cyema atrum	1	
Bagridae	1	
Enchodus brevis	1	
Microsynodontis sp. (Vigliotta 2008)	1	
Olivaichthys viedmensis	1	
Scopelosaurus hoedti	1	
Tatia boemia	1	
Bunocephalus n. sp. 5 (Friel 1994)	1	
Encheliophis	0	
Notropis xaenocephalus	1	
Eurypharyngidae	1	
Lophiosilurus alexandri	1	
Brycinus lateralis	1	
Hybognathus hankinsoni	1	
Brycon dentex	1	
Limatulichthys sp. (Britto 2003)	1	
Erethistidae	1	
Albula sp. (Fink and Fink 1981)	1	
Rhinoliparis barbulifer	1	
Gila atraria	1	
Ichthyodectiformes	1	
Neochanna apoda	1	
Tatia creutzbergi	1	
Bagrichthys micranodus	1	
Harpadon nehereus	1	
Gagata cenia	1	
Notropis oxyrhynchus	1	
Chromobotia macracanthus	1	
Genus 2 sp. A (Bockmann 1998)	1	
Brycinus imberi	1	
Hybognathus placitus	1	
Pareiorhina rudolphi	1	
Characiformes	1	
Elassodiscus tremebundus	1	
Compsaraia compsus	1	
Genus 2 sp. B (Bockmann 1998)	1	
Hisonotus leucofrenatus	1	
Heteropneustidae	1	
Notropis chihuahua	1	
Brycinus kingsleyae	1	
Genidens genidens	1	
Erethistes sp. (de Pinna 1996)	1	
Tatia strigata	1	
Pseudotrematomus hansoni	1	
Elassodiscus caudatus	1	
Artedidraco orianae	1	
Neoceratias spinifer	1	
Neochanna diversus	1	
Notropis nubilus	1	
Atopodontus	1	
Corydoras rabauti	1	
Synodontis zambezensis	1	
Oneirodidae	1	
Allothrissops mesogaster	1	
Gymnallabes typus	0	
Rasbora kalbarensis	1	
Notropis bifrenatus	1	
Lamontichthys llanero	1	
Brycinus nurse	1	
Hybognathus nuchalis	1	
Brycon sp. (Fink and Fink 1981)	1	
Trichomycterus taenia	1	
Brustiarius nox	1	
Crystallichthys cyclospilus	1	
Copionodon orthiocarinatus	1	
Notropis photogenis	1	
Platystacus cotylephorus	1	
Cochlefelis insidiator	1	
Brachyglanis frenatus	1	
Phenacobius mirabilis	1	
Pimelodella sp. B (Bockmann 1998)	1	
Copionodon pecten	1	
Lacantuniidae	1	
Cinetodus conorhynchus	1	
Loricariichthys brunneus	1	
Nectoliparis pelagicus	1	
Pseudolaguvia tuberculata	1	
Dekeyseria scaphirhyncha	1	
Gagata gagata	1	
Allothrissops sp. (Arratia 1999)	1	
Ladigesia roloffi	1	
Amphilius uranoscopus	1	
Lythrurus ardens	1	
Trachinocephalus myops	1	
Hemipsilichthys sp. (Armbruster 2004)	1	
Lefua echigonia	1	
Akysidae	1	
Roestes molossus	1	
Amphilius brevis	1	
Pimelodella australis	1	
Ereuniidae	1	
Symphodus	1	
Nemacheilus rupecula	1	
Kronichthys sp. (Schaefer 1987)	1	
Prochilodus vimboides	1	
Lefua nikkonis	1	
Eigenmannia humboldtii	1	
Chrysichthys brevibarbis	1	
Roestes ogilviei	1	
Paralepis brevirostris	1	
Notropis hudsonius	1	
Eumecichthys fiski	1	
Chiloglanis batesii	1	
Kronichthys sp. 2 (Armbruster 2004)	1	
Batasio dayi	1	
Kasatkia memorabilis	1	
Brustiarius solidus	1	
Acrochordonichthys rugosus	1	
Tachysurus fulvidraco	1	
Corydoras sp. A (Britto 2003)	1	
Trigonostigma hengeli	1	
Amphilius cryptobullatus	1	
Nipponocypris temminckii	1	
Muraenesocidae	1	
Notoscopelus resplendens	1	
Synodontis nigrita	1	
Parodon suborbitalis	1	
Roestes sp. (Lucena and Menezes 1998)	1	
Notropis perpallidus	1	
Boraras micros	1	
Leptobotia curta	1	
Lythrurus umbratilis	1	
Bagrus ubangensis	1	
Radiicephalus elongatus	1	
Pangasius macronema	1	
Indoreonectes evezardi	1	
Notropis edwardraneyi	1	
Monodactylus	1	
Xenoconger	1	
Hemibagrus sabanus	1	
Bagrus docmak	1	
Corydoras cochui	1	
Myctophum obtusirostre	1	
Notropis candidus	1	
Cynodon septenarius	1	
Monodactylidae	1	
Lythrurus snelsoni	1	
Auchenipterus nigripinnis	1	
Eleginops	1	
Corydoras bicolor	1	
Ariopsis felis	1	
Parachiloglanis hodgarti	1	
Horabagrus brachysoma	1	
Hydrolycus tatauaia	1	
Notropis jemezanus	1	
Dissostichus	1	
Platygobio gracilis	1	
Chiloglanis carnosus	1	
Crenichthys	1	
Scoloplax distolothrix	1	
Neoplecostomus paranensis	1	
Hemibagrus baramensis	1	
Conniella apterygia	1	
Notropis girardi	1	
Hemipsilichthys? (Armbruster 2004)	1	
Kneria katangae	1	
Lythrurus bellus	1	
Nototheniidae	1	
Miuroglanis platycephalus	1	
Notropis lutipinnis	1	
Apteronotus albifrons	1	
Auchenipterus sp. (cuyuni) (Royero 1999)	1	
Luxilus zonistius	1	
Alosa pseudoharengus	1	
Chrysichthys cranchii	1	
Simpsonichthys boitonei	1	
Robinsia catherinae	0	
Bunocephalus knerii	1	
Oreoglanis siamensis	1	
Megalops cyprinoides	1	
Alestopetersius smykalai	1	
Charax unimaculatus	1	
Lamontichthys filamentosus	1	
Lythrurus roseipinnis	1	
Hypomasticus despaxi	1	
Chrysichthys punctatus	1	
Cyprinodon diabolis	1	
Megalops atlanticus	1	
Apareiodon sp. (Fink and Fink 1981)	1	
Boraras merah	1	
Bunocephalus amaurus	1	
Chrysichthys mabusi	1	
Apteronotus leptorhynchus	1	
Diplomystes chilensis	1	
Megadontognathus cuyuniense	1	
Chiasmodontidae	1	
Dallia pectoralis	1	
Hydrocynus brevis	1	
Bunocephalus colombianus	1	
Boraras maculatus	1	
Bunocephalus sp. (Friel 1994)	1	
Prietella phreatophila	1	
Cetopsorhamdia sp. n. B (Bockmann 1998)	1	
Pinirampus pirinampu	1	
Muraenichthys	0	
Boraras brigittae	1	
Callichthyidae	1	
Amphilius longirostris	1	
Elops affinis	1	
Hoplunnis	1	
Bagre bagre	1	
Farlowella sp. (Schaefer 1987)	1	
Boraras urophthalmoides	1	
Amblydoras sp. (Friel 1994)	1	
Bunocephalus n. sp. 1 (Friel 1994)	1	
Dionda	1	
Glyptothorax telchitta	1	
Elops hawaiensis	1	
Desmodema polystictum	1	
Trichomycterus itatiayae	1	
Grasseichthys gabonensis	1	
Apteronotidae	1	
Clarias sp. (Fink and Fink 1981)	1	
Bunocephalus n. sp. 3 (Friel 1994)	1	
Chrysichthys platycephalus	1	
Saccodon wagneri	1	
Lefua costata	1	
Simpsonichthys cholopteryx	1	
