taxa_name	pectoral_fin	pectoral_fin_inferred	pectoral_fin_propagated
Lethrinops macrochir	?	?	?
Lethrinops macracanthus	?	?	?
Lethrinops microstoma	?	?	?
Lethrinops stridei	?	?	?
Lethrinops christyi	?	?	?
Lethrinops argenteus	?	?	?
Lethrinops micrentodon	?	?	?
Lethrinops turneri	?	?	?
Lethrinops macrophthalmus	?	?	?
Lethrinops lethrinus	?	?	?
Lethrinops marginatus	?	?	?
Lethrinops gossei	?	?	?
Lethrinops sp. 'oliveri'	?	?	?
Lethrinops cf. marginatus MRI-2005	?	?	?
Lethrinops mylodon	?	?	?
Lethrinops cf. parvidens MRI-2005	?	?	?
Lethrinops polli	?	?	?
Lethrinops cf. albus 'deep-water'	?	?	?
Lethrinops longimanus	?	?	?
Lethrinops altus	?	?	?
Lethrinops parvidens	?	?	?
Lethrinops auritus	?	?	?
Lethrinops furcifer	?	?	?
Lethrinops microdon	?	?	?
Lethrinops longipinnis	?	?	?
Lethrinops sp. 'nyassae'	?	?	?
Mylochromis guentheri	?	?	?
Mylochromis obtusus	?	?	?
Mylochromis mollis	?	?	?
Mylochromis semipalatus	?	?	?
Mylochromis melanonotus	?	?	?
Mylochromis sphaerodon	?	?	?
Mylochromis balteatus	?	?	?
Mylochromis formosus	?	?	?
Mylochromis plagiotaenia	?	?	?
Mylochromis ensatus	?	?	?
Mylochromis melanotaenia	?	?	?
Mylochromis chekopae	?	?	?
Mylochromis epichorialis	?	?	?
Mylochromis ericotaenia	?	?	?
Mylochromis incola	?	?	?
Mylochromis mola	?	?	?
Mylochromis lateristriga	?	?	?
Mylochromis anaphyrmus	?	?	?
Mylochromis labidodon	?	?	?
Mylochromis sp. 'orange fin'	?	?	?
Sargochromis greenwoodi	?	?	?
Sargochromis thysi	?	?	?
Sargochromis giardi	?	?	?
Sargochromis sp. SK-2007	?	?	?
Sargochromis coulteri	?	?	?
Sargochromis mortimeri	?	?	?
Sargochromis 'giardi' DAJ-2005	?	?	?
Sargochromis sp. 1 DAJ-2005	?	?	?
Sargochromis sp. 3 DAJ-2005	?	?	?
Sargochromis cf. mortimeri DAJ-2005	?	?	?
Sargochromis sp. 2 DAJ-2005	?	?	?
Sargochromis sp. BSM-2012	?	?	?
Sargochromis mellandi	?	?	?
Sargochromis sp. 'big miller'	?	?	?
Sargochromis cf. mellandi CW-2012	?	?	?
Sargochromis codringtonii	?	?	?
Sargochromis carlottae	?	?	?
Sargochromis aff. carlottae SK-2008	?	?	?
Sargochromis sp. 'deep short jaws'	?	?	?
Sargochromis sp. 'deep body yellowish'	?	?	?
Sargochromis sp. 'red face'	?	?	?
Sargochromis sp. 'elongate'	?	?	?
Sargochromis sp. 'yellow face mellandi'	?	?	?
Sargochromis sp. 'thin face green'	?	?	?
Sargochromis sp. 'Lisikili'	?	?	?
Sargochromis sp. 'kafuensis'	?	?	?
Lithochromis xanthopteryx	?	?	?
Lithochromis sp. 'orange'	?	?	?
Lithochromis sp. 'Ukewere'	?	?	?
Lithochromis rubripinnis	?	?	?
Lithochromis rufus	?	?	?
Lithochromis sp. 'stone'	?	?	?
Melanochromis mpoto	?	?	?
Melanochromis dialeptos	?	?	?
Melanochromis loriae	?	?	?
Melanochromis lepidiadaptes	?	?	?
Melanochromis kaskazini	?	?	?
Melanochromis baliodigma	?	?	?
Melanochromis wochepa	?	?	?
Melanochromis mossambiquensis	?	?	?
Melanochromis robustus	?	?	?
Melanochromis elastodema	?	?	?
Melanochromis auratus	?	?	?
Melanochromis parallelus	?	?	?
Melanochromis melanopterus	?	?	?
Melanochromis simulans	?	?	?
Melanochromis johannii	?	?	?
Melanochromis heterochromis	?	?	?
Melanochromis chipokae	?	?	?
Melanochromis vermivorus	?	?	?
Melanochromis cf. johannii 'black-and-white'	?	?	?
Melanochromis interruptus	?	?	?
Melanochromis joanjohnsonae	?	?	?
Maylandia tarakiki	?	?	?
Maylandia pambazuko	?	?	?
Maylandia nigrodorsalis	?	?	?
Maylandia midomo	?	?	?
Maylandia lundoense	?	?	?
Maylandia sp. 'Patricki'	?	?	?
Maylandia mossambica	?	?	?
Maylandia cyneusmarginata	?	?	?
Maylandia elegans	?	?	?
Maylandia greshakei	?	?	?
Maylandia xanthos	?	?	?
Maylandia sciasma	?	?	?
Maylandia chrysomallos	?	?	?
Maylandia sandaracinos	?	?	?
Maylandia pursa	?	?	?
Maylandia hajomaylandi	?	?	?
Maylandia glaucos	?	?	?
Maylandia thapsinogen	?	?	?
Maylandia nkhunguensis	?	?	?
Maylandia flavifemina	?	?	?
Maylandia melabranchion	?	?	?
Maylandia pyrsonotos	?	?	?
Maylandia phaeos	?	?	?
Maylandia barlowi	?	?	?
Maylandia callainos	?	?	?
Maylandia sp. 'zebra chilumba'	?	?	?
Maylandia heteropictus	?	?	?
Maylandia sp. 'Red Top' BB-color morph	?	?	?
Maylandia sp. CMH-2009	?	?	?
Maylandia sp. 'pearly'	?	?	?
Maylandia xanstomachus	?	?	?
Maylandia mbenjii	?	?	?
Maylandia benetos	?	?	?
Maylandia emmiltos	?	?	?
Maylandia livingstonii	?	?	?
Maylandia lombardoi	?	?	?
Maylandia lanisticola	?	?	?
Maylandia estherae	?	?	?
Maylandia aurora	?	?	?
Maylandia sp. 'Kompakt Mbamba Bay'	?	?	?
Maylandia sp. 'Red Top' OB-color morph	?	?	?
Maylandia sp. 'mystery zebra'	?	?	?
Maylandia cf. zebra 'black dorsal'	?	?	?
Maylandia sp. 'Maleri blue'	?	?	?
Maylandia sp. 'gold'	?	?	?
Maylandia sp. orange	?	?	?
Maylandia zebra	?	?	?
Maylandia sp. 'blue barred'	?	?	?
Maylandia sp. 'red dorsal'	?	?	?
Pundamilia igneopinnis	?	?	?
Pundamilia sp. 'Luanso Island'	?	?	?
Pundamilia sp. 'blue deepwater'	?	?	?
Pundamilia sp. 'yellow deepwater'	?	?	?
Pundamilia sp. 'Marumbi Island'	?	?	?
Pundamilia pundamilia	?	?	?
Pundamilia sp. 'red head'	?	?	?
Pundamilia sp. 'luanso'	?	?	?
Pundamilia macrocephala	?	?	?
Pundamilia azurea	?	?	?
Pundamilia nyererei	?	?	?
Tanganicodus irsacae	?	?	?
Eretmodus marksmithi	?	?	?
Eretmodus cyanostictus	?	?	?
Orthochromis sp. 'red cheek'	?	?	?
Orthochromis kalungwishiensis	?	?	?
Orthochromis luongoensis	?	?	?
Orthochromis polyacanthus	?	?	?
Orthochromis mazimeroensis	?	?	?
Orthochromis cf. stormsi 'Kisangani'	?	?	?
Orthochromis stormsi	?	?	?
Orthochromis torrenticola	?	?	?
Orthochromis malagaraziensis	?	?	?
Orthochromis mosoensis	?	?	?
Orthochromis luichensis	?	?	?
Orthochromis rubrolabialis	?	?	?
Orthochromis rugufuensis	?	?	?
Orthochromis kasuluensis	?	?	?
Orthochromis uvinzae	?	?	?
Orthochromis machadoi	?	?	?
Orthochromis sp. 2 CW-2012	?	?	?
Orthochromis sp. 1 CW-2012	?	?	?
Orthochromis aff. kalungwishiensis H07	?	?	?
Chetia mola	?	?	?
Chetia welwitschi	?	?	?
Chetia gracilis	?	?	?
Chetia brevicauda	?	?	?
Chetia brevis	?	?	?
Chetia flaviventris	?	?	?
Pseudocrenilabrus cf. philander BE-2014d	?	?	?
Pseudocrenilabrus cf. philander BE-2014j	?	?	?
Pseudocrenilabrus cf. philander BE-2014g	?	?	?
Pseudocrenilabrus cf. philander BE-2014e	?	?	?
Pseudocrenilabrus cf. philander BE-2014c	?	?	?
Pseudocrenilabrus cf. philander BE-2014h	?	?	?
Pseudocrenilabrus cf. philander BE-2014b	?	?	?
Pseudocrenilabrus cf. philander BE-2014a	?	?	?
Pseudocrenilabrus cf. philander BE-2014k	?	?	?
Pseudocrenilabrus cf. philander BE-2014l	?	?	?
Pseudocrenilabrus cf. philander BE-2014f	?	?	?
Pseudocrenilabrus cf. philander BE-2014i	?	?	?
Pseudocrenilabrus sp. CU 91757	?	?	?
Pseudocrenilabrus sp. AB-2013	?	?	?
Pseudocrenilabrus sp. 157	?	?	?
Pseudocrenilabrus sp. IK13	?	?	?
Pseudocrenilabrus sp. 162	?	?	?
Pseudocrenilabrus sp. 'long brown'	?	?	?
Pseudocrenilabrus multicolor victoriae	?	?	?
Pseudocrenilabrus sp. Lufubu	?	?	?
Pseudocrenilabrus sp. Lunzua blue	?	?	?
Pseudocrenilabrus nicholsi	?	?	?
Pseudocrenilabrus philander	?	?	?
Pseudocrenilabrus sp. 'blue Lunzua River'	?	?	?
Pseudocrenilabrus sp. 'dwarf black pelvic'	?	?	?
Pseudocrenilabrus sp. 'orange Mwatishi River'	?	?	?
Pseudocrenilabrus sp. 'Lufubu B'	?	?	?
Pseudocrenilabrus sp. 'Lufubu A'	?	?	?
Pseudocrenilabrus sp. 'broad head black pelvic'	?	?	?
Pseudocrenilabrus sp. 'telmatochromis-like'	?	?	?
Pseudocrenilabrus sp. 'long grey'	?	?	?
Pseudocrenilabrus sp. 'green weed picker'	?	?	?
Pseudocrenilabrus sp. 'fire tail'	?	?	?
Pseudocrenilabrus sp. Olushandja	?	?	?
Pseudocrenilabrus sp. Mweru orange	?	?	?
Pseudocrenilabrus sp. 'pale deep'	?	?	?
Pseudocrenilabrus sp. 'weed picker'	?	?	?
Pseudocrenilabrus sp. 'grey back'	?	?	?
Pseudocrenilabrus sp. 'grey moeruensis'	?	?	?
Pseudocrenilabrus sp. 'yellow Lunzua River'	?	?	?
Interochromis loocki	?	?	?
Lobochilotes labiatus	?	?	?
Simochromis margaretae	?	?	?
Simochromis diagramma	?	?	?
Limnotilapia dardennii	?	?	?
Gnathochromis pfefferi	?	?	?
Gnathochromis permaxillaris	?	?	?
Pseudosimochromis curvifrons	?	?	?
Pseudosimochromis babaulti	?	?	?
Pseudosimochromis pleurospilus	?	?	?
Pseudosimochromis marginatus	?	?	?
Petrochromis horii	?	?	?
Petrochromis sp. polyodon 'high'	?	?	?
Petrochromis sp. polyodon 'elongate'	?	?	?
Petrochromis sp. ephippium 'south'	?	?	?
Petrochromis cf. macrognathus MRAC92.81.P.1360	?	?	?
Petrochromis cf. macrognathus MRAC92.81.P.1358	?	?	?
Petrochromis sp. TT-2013	?	?	?
Petrochromis macrognathus	?	?	?
Petrochromis orthognathus	?	?	?
Petrochromis cf. polyodon CEW-2012	?	?	?
Petrochromis fasciolatus	?	?	?
Petrochromis sp. 'Texas Longola'	?	?	?
Petrochromis sp. 'Katete'	?	?	?
Petrochromis cf. polyodon SK-2009	?	?	?
Petrochromis cf. macrognathus SK-2009	?	?	?
Petrochromis sp. 'Moshi yellow'	?	?	?
Petrochromis sp. 'macrognathus rainbow'	?	?	?
Petrochromis famula	?	?	?
Petrochromis trewavasae ephippium	?	?	?
Petrochromis sp. 'Ubwari'	?	?	?
Petrochromis polyodon 'elongate'	?	?	?
Petrochromis polyodon 'blue-fin'	?	?	?
Petrochromis sp. 'Kazumbe'	?	?	?
Petrochromis sp. 'Moshi'	?	?	?
Petrochromis sp. 'green'	?	?	?
Tropheus sp. 'black'	?	?	?
Tropheus sp. T1373	?	?	?
Tropheus sp. T2309	?	?	?
Tropheus sp. T1361	?	?	?
Tropheus sp. T1420	?	?	?
Tropheus sp. T2341	?	?	?
Tropheus sp. T2325	?	?	?
Tropheus sp. T1002	?	?	?
Tropheus sp. T1001	?	?	?
Tropheus sp. T2347	?	?	?
Tropheus sp. T2351	?	?	?
Tropheus sp. T2355	?	?	?
Tropheus sp. T2311	?	?	?
Tropheus sp. T1378	?	?	?
Tropheus sp. T1368	?	?	?
Tropheus sp. T2303	?	?	?
Tropheus sp. T2305	?	?	?
Tropheus sp. T2301	?	?	?
Tropheus sp. T2329	?	?	?
Tropheus sp. T2337	?	?	?
Tropheus sp. T2317	?	?	?
Tropheus sp. T2363	?	?	?
Tropheus sp. T2343	?	?	?
Tropheus sp. T2323	?	?	?
Tropheus sp. T2321	?	?	?
Tropheus sp. T2315	?	?	?
Tropheus sp. T2335	?	?	?
Tropheus sp. T2333	?	?	?
Tropheus sp. 394	?	?	?
Tropheus sp. 952	?	?	?
Tropheus sp. 856	?	?	?
Tropheus sp. 857	?	?	?
Tropheus sp. 380	?	?	?
Tropheus sp. 390	?	?	?
Tropheus sp. 393	?	?	?
Tropheus sp. 596	?	?	?
Tropheus sp. 941 Katoto	?	?	?
Tropheus sp. 557 Kyeso	?	?	?
Tropheus sp. 993	?	?	?
Tropheus sp. 996	?	?	?
Tropheus sp. 391	?	?	?
Tropheus sp. 595	?	?	?
Tropheus sp. 649	?	?	?
Tropheus sp. 930	?	?	?
Tropheus sp. 398	?	?	?
Tropheus sp. 678	?	?	?
Tropheus sp. 671	?	?	?
Tropheus sp. 381	?	?	?
Tropheus sp. 392	?	?	?
Tropheus sp. 598	?	?	?
Tropheus sp. 597	?	?	?
Tropheus sp. 854	?	?	?
Tropheus sp. 853	?	?	?
Tropheus sp. 822	?	?	?
Tropheus sp. 'Kachese'	?	?	?
Tropheus sp. 'Kabeyeye'	?	?	?
Tropheus sp. 'Chaitika'	?	?	?
Tropheus sp. 'Bulu Point'	?	?	?
Tropheus sp. 'Bemba'	?	?	?
Tropheus sp. 'Ilangi'	?	?	?
Tropheus sp. 'Ikola'	?	?	?
Tropheus sp. 'Ikola N'	?	?	?
Tropheus sp. 'Chisanze'	?	?	?
Tropheus sp. CAS-2009	?	?	?
Tropheus sp. 'Ulwile'	?	?	?
Tropheus sp. 'Nvuna'	?	?	?
Tropheus sp. 'Namansi'	?	?	?
Tropheus sp. 1001	?	?	?
Tropheus polli	?	?	?
Tropheus moorii	?	?	?
Tropheus sp. WS-2005	?	?	?
Tropheus sp. 721	?	?	?
Tropheus sp. 567	?	?	?
Tropheus sp. 566	?	?	?
Tropheus sp. 565	?	?	?
Tropheus sp. 560	?	?	?
Tropheus sp. 559	?	?	?
Tropheus sp. 558	?	?	?
Tropheus sp. 827	?	?	?
Tropheus sp. 724	?	?	?
Tropheus sp. 607	?	?	?
Tropheus sp. 606	?	?	?
Tropheus sp. 568	?	?	?
Tropheus sp. 605	?	?	?
Tropheus sp. 556	?	?	?
Tropheus sp. 561	?	?	?
Tropheus sp. 557	?	?	?
Tropheus sp. 564	?	?	?
Tropheus sp. 562	?	?	?
Tropheus sp. ND-2004	?	?	?
Tropheus sp. 563	?	?	?
Tropheus sp. 379	?	?	?
Tropheus sp. 378	?	?	?
Tropheus sp. 640	?	?	?
Tropheus sp. 639	?	?	?
Tropheus sp. 677	?	?	?
Tropheus sp. 674	?	?	?
Tropheus sp. 958	?	?	?
Tropheus sp. 957	?	?	?
Tropheus sp. 894	?	?	?
Tropheus sp. 892	?	?	?
Tropheus sp. TDK-1993	?	?	?
Tropheus sp. 808	?	?	?
Tropheus sp. 806	?	?	?
Tropheus sp. 858	?	?	?
Tropheus sp. 855	?	?	?
Tropheus sp. 962	?	?	?
Tropheus sp. 961	?	?	?
Tropheus sp. 954	?	?	?
Tropheus sp. 953	?	?	?
Tropheus sp. 865	?	?	?
Tropheus sp. 864	?	?	?
Tropheus sp. 'Isanga'	?	?	?
Tropheus sp. 555	?	?	?
Tropheus sp. 558 Kyeso	?	?	?
Tropheus sp. 974 Kibwesa	?	?	?
Tropheus sp. 'Isonga'	?	?	?
Tropheus sp. 401	?	?	?
Tropheus sp. 829	?	?	?
Tropheus sp. 681	?	?	?
Tropheus sp. 991	?	?	?
Tropheus sp. 931	?	?	?
Tropheus sp. 403	?	?	?
Tropheus sp. 990	?	?	?
Tropheus sp. 722	?	?	?
Tropheus sp. 723	?	?	?
Tropheus sp. 'Kibwesa'	?	?	?
Tropheus sp. 'Kirschfleck'	?	?	?
Tropheus sp. 'Livua'	?	?	?
Tropheus sp. 'Mabilibili'	?	?	?
Tropheus sp. 'Kapere'	?	?	?
Tropheus sp. 'Kiriza'	?	?	?
Tropheus sp. 'Murago'	?	?	?
Tropheus sp. 'Muzi'	?	?	?
Tropheus sp. 'Moliro'	?	?	?
Tropheus sp. 'Mpimbwe'	?	?	?
Tropheus sp. 'Nakaku'	?	?	?
Tropheus sp. 'Ndole'	?	?	?
Tropheus sp. 606 Ngombe	?	?	?
Tropheus sp. 864 Nvuna Island	?	?	?
Tropheus sp. 333 Kibwesa	?	?	?
Tropheus sp. 721 Inangu	?	?	?
Tropheus sp. 680 Mvua	?	?	?
Tropheus sp. 640 Mvua	?	?	?
Tropheus sp. 403 Wapembe	?	?	?
Tropheus sp. 999 Katoto	?	?	?
Tropheus sp. 856 Kiti Point	?	?	?
Tropheus sp. 596 Kibwe	?	?	?
Tropheus sp. 'Mahale'	?	?	?
Tropheus sp. 'Kekese'	?	?	?
Tropheus sp. 'Katoto'	?	?	?
Tropheus sp. 'Katete'	?	?	?
Tropheus sp. 'Chimba'	?	?	?
Tropheus sp. 987	?	?	?
Tropheus sp. 988	?	?	?
Tropheus sp. 867	?	?	?
Tropheus sp. 868	?	?	?
Tropheus sp. 967	?	?	?
Tropheus sp. 989	?	?	?
Tropheus sp. 959	?	?	?
Tropheus sp. 995	?	?	?
Tropheus sp. 994	?	?	?
Tropheus annectens	?	?	?
Tropheus brichardi	?	?	?
Tropheus duboisi	?	?	?
Tropheus kasabae	?	?	?
Tropheus sp. 'Musamba'	?	?	?
Tropheus sp. 'Mbita'	?	?	?
Tropheus sp. 933	?	?	?
Tropheus sp. 932	?	?	?
Tropheus sp. 935	?	?	?
Tropheus sp. 936	?	?	?
Tropheus sp. 934	?	?	?
Tropheus sp. 821	?	?	?
Tropheus sp. 377	?	?	?
Tropheus sp. 405	?	?	?
Tropheus sp. 819	?	?	?
Tropheus sp. 404	?	?	?
Tropheus sp. 396	?	?	?
Tropheus sp. 397	?	?	?
Tropheus sp. 665	?	?	?
Tropheus sp. 395	?	?	?
Tropheus sp. 955	?	?	?
Tropheus sp. 956	?	?	?
Tropheus sp. 679	?	?	?
Tropheus sp. 680	?	?	?
Tropheus sp. 673	?	?	?
Tropheus sp. 676	?	?	?
Tropheus sp. 682	?	?	?
Tropheus sp. 672	?	?	?
Tropheus sp. 828	?	?	?
Tropheus sp. 830	?	?	?
Tropheus sp. 'Kapampa'	?	?	?
Thoracochromis sp. Z21	?	?	?
Thoracochromis bakongo	?	?	?
Thoracochromis lucullae	?	?	?
Thoracochromis moeruensis	?	?	?
Thoracochromis schwetzi	?	?	?
Thoracochromis sp. 'moeruensis yellow'	?	?	?
Thoracochromis avium	?	?	?
Thoracochromis mahagiensis	?	?	?
Thoracochromis pharyngalis	?	?	?
Thoracochromis brauschi	?	?	?
Thoracochromis sp. 'moeruensis black'	?	?	?
Thoracochromis wingatii	?	?	?
Thoracochromis demeusii	?	?	?
Thoracochromis callichromus	?	?	?
Thoracochromis buysi	?	?	?
Thoracochromis albolabris	?	?	?
Thoracochromis petronius	?	?	?
Thoracochromis sp. 'pundamilialike'	?	?	?
Thoracochromis sp. 'red spotted fin'	?	?	?
Serranochromis sp. Z81	?	?	?
Serranochromis janus	?	?	?
Serranochromis spei	?	?	?
Serranochromis sp. 'dark long body'	?	?	?
Serranochromis sp. 'long pelvic'	?	?	?
Serranochromis stappersi	?	?	?
Serranochromis sp. 'macrocephalus deep bod'y	?	?	?
Serranochromis sp. 'silver long body'	?	?	?
Serranochromis sp. 'long face blue'	?	?	?
Serranochromis sp. 'diplotaxodon face'	?	?	?
Serranochromis sp. 'long body'	?	?	?
Serranochromis sp. 'deep red'	?	?	?
Serranochromis robustus	?	?	?
Serranochromis sp. WWS-2003	?	?	?
Serranochromis meridianus	?	?	?
Serranochromis altus	?	?	?
Serranochromis sp. 'Mfimbo'	?	?	?
Serranochromis macrocephalus	?	?	?
Serranochromis angusticeps	?	?	?
Serranochromis sp. 'black and white'	?	?	?
Serranochromis cf. macrocephalus CW-2012	?	?	?
Serranochromis cf. altus CW-2012	?	?	?
Serranochromis sp. 'checkerboard'	?	?	?
Serranochromis sp. 'angusticeps yellow'	?	?	?
Serranochromis sp. 'red scales'	?	?	?
Serranochromis sp. 'yellow fins'	?	?	?
Serranochromis sp. 'Lufubu'	?	?	?
Serranochromis thumbergi	?	?	?
Serranochromis sp. 9793	?	?	?
Serranochromis longimanus	?	?	?
Serranochromis sp. 'elongate'	?	?	?
Haplochromis vanheusdeni	?	?	?
Haplochromis sphex ter	?	?	?
Haplochromis sp. Chipwa	?	?	?
Haplochromis sp. 'rock kribensis'	?	?	?
Haplochromis katunzii ter	?	?	?
Haplochromis argens	?	?	?
Haplochromis fuelleborni	?	?	?
Haplochromis goldschmidti	?	?	?
Haplochromis sp. 12089	?	?	?
Haplochromis sp. 12283	?	?	?
Haplochromis sp. 12218	?	?	?
Haplochromis sp. 12257	?	?	?
Haplochromis sp. 12253	?	?	?
Haplochromis sp. 12306	?	?	?
Haplochromis cf. stappersii BSM-2014	?	?	?
Haplochromis sp. 12028	?	?	?
Haplochromis sp. 12321	?	?	?
Haplochromis sp. 12064	?	?	?
Haplochromis sp. 12075	?	?	?
Haplochromis sp. 12091	?	?	?
Haplochromis sp. 12001	?	?	?
Haplochromis sp. 12070	?	?	?
Haplochromis sp. 12124	?	?	?
Haplochromis sp. 12058	?	?	?
Haplochromis sp. 12043	?	?	?
Haplochromis sp. 12093	?	?	?
Haplochromis sp. 12333	?	?	?
Haplochromis sp. 12092	?	?	?
Haplochromis sp. 12156	?	?	?
Haplochromis sp. 12055	?	?	?
Haplochromis sp. 12052	?	?	?
Haplochromis sp. 12307	?	?	?
Haplochromis sp. 12031	?	?	?
Haplochromis sp. 12309	?	?	?
Haplochromis sp. 12254	?	?	?
Haplochromis sp. 12071	?	?	?
Haplochromis sp. 12061	?	?	?
Haplochromis sp. 12136	?	?	?
Haplochromis sp. 12125	?	?	?
Haplochromis sp. 12286	?	?	?
Haplochromis sp. 12236	?	?	?
Haplochromis sp. 12074	?	?	?
Haplochromis sp. 12108	?	?	?
Haplochromis sp. 'yellow'	?	?	?
Haplochromis sp. 12090	?	?	?
Haplochromis sp. 12313	?	?	?
Haplochromis sp. 12097	?	?	?
Haplochromis sp. 12063	?	?	?
Haplochromis sp. 12081	?	?	?
Haplochromis sp. 12056	?	?	?
Haplochromis sp. 12196	?	?	?
Haplochromis sp. 12141	?	?	?
Haplochromis sp. 12249	?	?	?
Haplochromis sp. 12084	?	?	?
Haplochromis sp. 12106	?	?	?
Haplochromis sp. 12139	?	?	?
Haplochromis sp. 12316	?	?	?
Haplochromis sp. 12102	?	?	?
Haplochromis sp. 12325	?	?	?
Haplochromis sp. 12216	?	?	?
Haplochromis sp. 12002	?	?	?
Haplochromis sp. 12217	?	?	?
Haplochromis sp. 12180	?	?	?
Haplochromis sp. 12053	?	?	?
Haplochromis sp. 12336	?	?	?
Haplochromis sp. 12109	?	?	?
Haplochromis sp. 12126	?	?	?
Haplochromis sp. 12059	?	?	?
Haplochromis sp. 12146	?	?	?
Haplochromis sp. 12060	?	?	?
Haplochromis sp. 12123	?	?	?
Haplochromis sp. 12132	?	?	?
Haplochromis sp. 12079	?	?	?
Haplochromis sp. 12033	?	?	?
Haplochromis sp. 12072	?	?	?
Haplochromis sp. 12032	?	?	?
Haplochromis cf. stappersii 'Malagarasi'	?	?	?
Haplochromis sp. 12215	?	?	?
Haplochromis sp. 12303	?	?	?
Haplochromis sp. 12077	?	?	?
Haplochromis sp. 12076	?	?	?
Haplochromis sp. 12294	?	?	?
Haplochromis sp. 12062	?	?	?
Haplochromis sp. 12308	?	?	?
Haplochromis sp. 12067	?	?	?
Haplochromis sp. 12069	?	?	?
Haplochromis sp. 12008	?	?	?
Haplochromis sp. 12149	?	?	?
Haplochromis sp. 12103	?	?	?
Haplochromis sp. 12203	?	?	?
Haplochromis sp. 12030	?	?	?
Haplochromis sp. 12219	?	?	?
Haplochromis sp. 12078	?	?	?
Haplochromis sp. 12152	?	?	?
Haplochromis sp. 12189	?	?	?
Haplochromis sp. 12157	?	?	?
Haplochromis sp. 12085	?	?	?
Haplochromis sp. 12222	?	?	?
Haplochromis sp. 12065	?	?	?
Haplochromis sp. 12088	?	?	?
Haplochromis sp. 12029	?	?	?
Haplochromis sp. 12246	?	?	?
Haplochromis sp. 12238	?	?	?
Haplochromis sp. 12120	?	?	?
Haplochromis sp. 12083	?	?	?
Haplochromis sp. 12315	?	?	?
Haplochromis sp. 12105	?	?	?
Haplochromis sp. 12144	?	?	?
Haplochromis sp. 12073	?	?	?
Haplochromis sp. 12127	?	?	?
Haplochromis sp. 12150	?	?	?
Haplochromis sp. 12080	?	?	?
Haplochromis sp. 12082	?	?	?
Haplochromis sp. 12320	?	?	?
Haplochromis sp. 12261	?	?	?
Haplochromis sp. 12212	?	?	?
Haplochromis sp. 12311	?	?	?
Haplochromis sp. 'Chipwa'	?	?	?
Haplochromis cf. stappersii 'Rusizi'	?	?	?
Haplochromis sp. 12054	?	?	?
Haplochromis simotes	?	?	?
Haplochromis sp. 'unicuspid scraper'	?	?	?
Haplochromis sp. 'long black'	?	?	?
Haplochromis sp. BOLD:AAB6620	?	?	?
Haplochromis sp. 'unicuspid rubripinnis'	?	?	?
Haplochromis sp. 'Namatembi Island'	?	?	?
Haplochromis sp. 'black pseudonigricans'	?	?	?
Haplochromis sp. C50	?	?	?
Haplochromis sp. Z35	?	?	?
Haplochromis sp. C52	?	?	?
Haplochromis sp. Z38	?	?	?
Haplochromis percoides	?	?	?
Haplochromis acidens	?	?	?
Haplochromis empodisma	?	?	?
Haplochromis worthingtoni	?	?	?
Haplochromis cinereus	?	?	?
Haplochromis estor	?	?	?
Haplochromis engystoma	?	?	?
Haplochromis artaxerxes	?	?	?
Haplochromis theliodon	?	?	?
Haplochromis labiatus	?	?	?
Haplochromis akika	?	?	?
Haplochromis cassius	?	?	?
Haplochromis crocopeplus	?	?	?
Haplochromis prodromus	?	?	?
Haplochromis cryptogramma	?	?	?
Haplochromis adolphifrederici	?	?	?
Haplochromis placodus	?	?	?
Haplochromis macconneli	?	?	?
Haplochromis victorianus	?	?	?
Haplochromis nigrescens	?	?	?
Haplochromis victoriae	?	?	?
Haplochromis chlorochrous	?	?	?
Haplochromis albertianus	?	?	?
Haplochromis spekii	?	?	?
Haplochromis smithii	?	?	?
Haplochromis bullatus	?	?	?
Haplochromis mylergates	?	?	?
Haplochromis erythromaculatus	?	?	?
Haplochromis turkanae	?	?	?
Haplochromis eduardianus	?	?	?
Haplochromis fuscus	?	?	?
Haplochromis sulphureus	?	?	?
Haplochromis aelocephalus	?	?	?
Haplochromis mylodon	?	?	?
Haplochromis nanoserranus	?	?	?
Haplochromis loati	?	?	?
Haplochromis plagiostoma	?	?	?
Haplochromis schubotzi	?	?	?
Haplochromis cavifrons	?	?	?
Haplochromis eduardii	?	?	?
Haplochromis paradoxus	?	?	?
Haplochromis labriformis	?	?	?
Haplochromis welcommei	?	?	?
Haplochromis decticostoma	?	?	?
Haplochromis paropius	?	?	?
Haplochromis bayoni	?	?	?
Haplochromis parvidens	?	?	?
Haplochromis granti	?	?	?
Haplochromis parorthostoma	?	?	?
Haplochromis bartoni	?	?	?
Haplochromis humilis	?	?	?
Haplochromis maisomei	?	?	?
Haplochromis orthostoma	?	?	?
Haplochromis annectidens	?	?	?
Haplochromis gowersii	?	?	?
Haplochromis oregosoma	?	?	?
Haplochromis mandibularis	?	?	?
Haplochromis nigripinnis	?	?	?
Haplochromis limax	?	?	?
Haplochromis serranus	?	?	?
Haplochromis michaeli	?	?	?
Haplochromis melanopus	?	?	?
Haplochromis antleter	?	?	?
Haplochromis bwathondii	?	?	?
Haplochromis vanoijeni	?	?	?
Haplochromis coprologus	?	?	?
Haplochromis pancitrinus	?	?	?
Haplochromis pharyngomylus	?	?	?
Haplochromis tridens	?	?	?
Haplochromis kujunjui	?	?	?
Haplochromis erythrocephalus	?	?	?
Haplochromis paraplagiostoma	?	?	?
